SCOPE;TECHNOLOGY;CARRIER AGGREGATION YES/NOT;TARGET ON SCOPE;CITIES ROUTE LINES PLACE (sub-target);AREAS OF INTEREST;TEST MODALITY (N NOMADIC/D DINAMIC);SMARTPHONE MODEL;FIRMWARE VERSION;HANDSET CAPABILITY [THROUGHPUT DL/UL];LAST ACQUISITION TIMING [YYYY_MM];NED MONTH [YYYY_MM];Country;OPERATOR NAME;MCC;MNC;OPCOS;RAN VENDOR;SCENARIO;DatabaseName;Service;Test;Sub-Test;KPI;KPI value;Latitude;Longitude
Cities and Towns;5G_Cap;null;Smaller Cities;VARESE;DRIVE;DYNAMIC;Samsung Galaxy S20+ 5G (SM-G986BDS);4.19.87-18862671 dpi@SWDI3417 / Unavailable / QP1A.190711.020.G986BXXU3ATG4 / ITV 20.7.1.0_0;null;2020_08;2021_02;Italy;Iliad;222;50;VF-IT;NSN;null;VD4_VA_G21C_796;Packet;UL CE;ALL;HTTP + HTTPS UPLINK - UPLOAD Transfer Time [S];4.514345323741008;45.81785507194243;8.828510266187044
Cities and Towns;VoLTE_CAP;null;Smaller Cities;VARESE;DRIVE;DYNAMIC;Samsung Galaxy S20+ 5G (SM-G986BDS);4.19.87-18862671 dpi@SWDI3417 / Unavailable / QP1A.190711.020.G986BXXU3ATG4 / ITV 20.9.1.0_0;null;2020_08;2021_02;Italy;Iliad;222;50;VF-IT;NSN;null;VD4_VA_G21C_796;Voice;VoLTE;M2M;NUMBERS OF CALLS Non Sustainability [WB];0.0;null;null
Cities and Towns;4G+5G_Cap;null;Smaller Cities;VARESE;DRIVE;DYNAMIC;Samsung Galaxy S9 (SM-G960FDS) , Samsung Galaxy S20+ 5G (SM-G986BDS);4.9.59-15367606 dpi@SWDH4607) / Unavailable / PPR1.180610.011.G960FXXU2CSB9 / ITV 19.5.1.0_0 , 4.19.87-18862671 dpi@SWDI3417 / Unavailable / QP1A.190711.020.G986BXXU3ATG4 / ITV 20.7.1.0_0;null;2020_08;2021_02;Italy;Iliad;222;50;VF-IT;NSN;null;VD4_VA_G21C_796;Packet;UL CE;HTTPS;HTTPS UPLINK - NUMBER OF DNS+IP SERVICE ACCESS TIMEOUT  [N];0.0;null;null
Cities and Towns;4G+5G_Cap;null;Smaller Cities;VARESE;DRIVE;DYNAMIC;Samsung Galaxy S9 (SM-G960FDS) , Samsung Galaxy S20+ 5G (SM-G986BDS);4.9.59-15367606 dpi@SWDH4607) / Unavailable / PPR1.180610.011.G960FXXU2CSB9 / ITV 19.5.1.0_0 , 4.19.87-18862671 dpi@SWDI3417 / Unavailable / QP1A.190711.020.G986BXXU3ATG4 / ITV 20.7.1.0_0;null;2020_08;2021_02;Italy;Iliad;222;50;VF-IT;NSN;null;VD4_VA_G21C_796;Packet;Streaming HD Static;Video2;Video2 STATIC YOU TUBE HD  - B5 AVG  VIDEO RESOLUTION FOR QUALIFIED VIDEOS;888.7269418750274;45.819317961832056;8.826307190839692
Cities and Towns;VoLTE_CAP;null;Smaller Cities;VARESE;DRIVE;DYNAMIC;Samsung Galaxy S20+ 5G (SM-G986BDS);4.19.87-18862671 dpi@SWDI3417 / Unavailable / QP1A.190711.020.G986BXXU3ATG4 / ITV 20.9.1.0_0;null;2020_08;2021_02;Italy;Iliad;222;50;VF-IT;NSN;null;VD4_VA_G21C_796;Voice;VoLTE;M2M;VOICE DROPPED  CALLS [N];2.0;45.822739;8.8205925
Cities and Towns;5G_Cap;null;Smaller Cities;VARESE;DRIVE;DYNAMIC;Samsung Galaxy S20+ 5G (SM-G986BDS);4.19.87-18862671 dpi@SWDI3417 / Unavailable / QP1A.190711.020.G986BXXU3ATG4 / ITV 20.7.1.0_0;null;2020_08;2021_02;Italy;Iliad;222;50;VF-IT;NSN;null;VD4_VA_G21C_796;Packet;DL CE;HTTP;HTTP DOWNLINK - NUMBER OF IP SERVICE ACCESS FAILURES [N];0.0;null;null
Cities and Towns;4G+5G_Cap;null;Smaller Cities;VARESE;DRIVE;DYNAMIC;Samsung Galaxy S9 (SM-G960FDS) , Samsung Galaxy S20+ 5G (SM-G986BDS);4.9.59-15367606 dpi@SWDH4607) / Unavailable / PPR1.180610.011.G960FXXU2CSB9 / ITV 19.5.1.0_0 , 4.19.87-18862671 dpi@SWDI3417 / Unavailable / QP1A.190711.020.G986BXXU3ATG4 / ITV 20.7.1.0_0;null;2020_08;2021_02;Italy;Iliad;222;50;VF-IT;NSN;null;VD4_VA_G21C_796;Packet;UL CE;HTTPS;HTTPS UPLINK - NUMBER OF ATTEMPTS [N];136.0;45.81893138235295;8.826197933823526
Cities and Towns;4G+5G_Cap;null;Smaller Cities;VARESE;DRIVE;DYNAMIC;Samsung Galaxy S9 (SM-G960FDS) , Samsung Galaxy S20+ 5G (SM-G986BDS);4.9.59-15367606 dpi@SWDH4607) / Unavailable / PPR1.180610.011.G960FXXU2CSB9 / ITV 19.5.1.0_0 , 4.19.87-18862671 dpi@SWDI3417 / Unavailable / QP1A.190711.020.G986BXXU3ATG4 / ITV 20.7.1.0_0;null;2020_08;2021_02;Italy;Iliad;222;50;VF-IT;NSN;null;VD4_VA_G21C_796;Packet;UL CE;HTTPS;HTTPS UPLINK - NUMBER OF DNS HOST RESOLUTION FAILURES [N];0.0;null;null
Cities and Towns;5G_Cap;null;Smaller Cities;VARESE;DRIVE;DYNAMIC;Samsung Galaxy S20+ 5G (SM-G986BDS);4.19.87-18862671 dpi@SWDI3417 / Unavailable / QP1A.190711.020.G986BXXU3ATG4 / ITV 20.7.1.0_0;null;2020_08;2021_02;Italy;Iliad;222;50;VF-IT;NSN;null;VD4_VA_G21C_796;Packet;DL CE;HTTP;HTTP DOWNLINK - NUMBER OF ERRORS IN RETAINABILITY [N];0.0;null;null
Cities and Towns;5G_Cap;null;Smaller Cities;VARESE;DRIVE;DYNAMIC;Samsung Galaxy S20+ 5G (SM-G986BDS);4.19.87-18862671 dpi@SWDI3417 / Unavailable / QP1A.190711.020.G986BXXU3ATG4 / ITV 20.7.1.0_0;null;2020_08;2021_02;Italy;Iliad;222;50;VF-IT;NSN;null;VD4_VA_G21C_796;Packet;DL CE;HTTP;HTTP DOWNLINK - DOWNLOAD Transfer Time [S];2.7750289855072463;45.817984898550726;8.828449753623186
Cities and Towns;4G;null;Smaller Cities;VARESE;DRIVE;DYNAMIC;Samsung Galaxy S9 (SM-G960FDS);4.9.59-15367606 dpi@SWDH4607) / Unavailable / PPR1.180610.011.G960FXXU2CSB9 / ITV 19.5.1.0_0;null;2020_08;2021_02;Italy;Iliad;222;50;VF-IT;NSN;null;VD4_VA_G21C_796;Packet;DL CE;ALL;HTTP + HTTPS DOWNLINK - DOWNLOAD Transfer Time [S];4.120797101449275;45.81983128985507;8.823931231884055
Cities and Towns;4G+5G_Cap;null;Smaller Cities;VARESE;DRIVE;DYNAMIC;Samsung Galaxy S9 (SM-G960FDS) , Samsung Galaxy S20+ 5G (SM-G986BDS);4.9.59-15367606 dpi@SWDH4607) / Unavailable / PPR1.180610.011.G960FXXU2CSB9 / ITV 19.5.1.0_0 , 4.19.87-18862671 dpi@SWDI3417 / Unavailable / QP1A.190711.020.G986BXXU3ATG4 / ITV 20.7.1.0_0;null;2020_08;2021_02;Italy;Iliad;222;50;VF-IT;NSN;null;VD4_VA_G21C_796;Packet;DL CE;HTTPS;HTTPS DOWNLINK - NUMBER OF ATTEMPTS [N];136.0;45.81896577941177;8.826297610294114
Cities and Towns;4G+5G_Cap;null;Smaller Cities;VARESE;DRIVE;DYNAMIC;Samsung Galaxy S9 (SM-G960FDS) , Samsung Galaxy S20+ 5G (SM-G986BDS);4.9.59-15367606 dpi@SWDH4607) / Unavailable / PPR1.180610.011.G960FXXU2CSB9 / ITV 19.5.1.0_0 , 4.19.87-18862671 dpi@SWDI3417 / Unavailable / QP1A.190711.020.G986BXXU3ATG4 / ITV 20.7.1.0_0;null;2020_08;2021_02;Italy;Iliad;222;50;VF-IT;NSN;null;VD4_VA_G21C_796;Packet;DL CE;HTTPS;HTTPS DOWNLINK - NUMBER OF DNS HOST RESOLUTION FAILURES [N];1.0;45.808473;8.859177
Cities and Towns;4G+5G_Cap;null;Smaller Cities;VARESE;DRIVE;DYNAMIC;Samsung Galaxy S9 (SM-G960FDS) , Samsung Galaxy S20+ 5G (SM-G986BDS);4.9.59-15367606 dpi@SWDH4607) / Unavailable / PPR1.180610.011.G960FXXU2CSB9 / ITV 19.5.1.0_0 , 4.19.87-18862671 dpi@SWDI3417 / Unavailable / QP1A.190711.020.G986BXXU3ATG4 / ITV 20.7.1.0_0;null;2020_08;2021_02;Italy;Iliad;222;50;VF-IT;NSN;null;VD4_VA_G21C_796;Packet;UL CE;HTTP;HTTP UPLINK - NUMBER OF DNS+IP SERVICE ACCESS TIMEOUT  [N];0.0;null;null
Cities and Towns;4G+5G_Cap;null;Smaller Cities;VARESE;DRIVE;DYNAMIC;Samsung Galaxy S9 (SM-G960FDS) , Samsung Galaxy S20+ 5G (SM-G986BDS);4.9.59-15367606 dpi@SWDH4607) / Unavailable / PPR1.180610.011.G960FXXU2CSB9 / ITV 19.5.1.0_0 , 4.19.87-18862671 dpi@SWDI3417 / Unavailable / QP1A.190711.020.G986BXXU3ATG4 / ITV 20.7.1.0_0;null;2020_08;2021_02;Italy;Iliad;222;50;VF-IT;NSN;null;VD4_VA_G21C_796;Packet;UL CE;HTTPS;HTTPS UPLINK - NUMBER OF ERRORS IN RETAINABILITY [N];0.0;null;null
Cities and Towns;4G+5G_Cap;null;Smaller Cities;VARESE;DRIVE;DYNAMIC;Samsung Galaxy S9 (SM-G960FDS) , Samsung Galaxy S20+ 5G (SM-G986BDS);4.9.59-15367606 dpi@SWDH4607) / Unavailable / PPR1.180610.011.G960FXXU2CSB9 / ITV 19.5.1.0_0 , 4.19.87-18862671 dpi@SWDI3417 / Unavailable / QP1A.190711.020.G986BXXU3ATG4 / ITV 20.7.1.0_0;null;2020_08;2021_02;Italy;Iliad;222;50;VF-IT;NSN;null;VD4_VA_G21C_796;Packet;UL CE;HTTPS;HTTPS UPLINK - UPLOAD Transfer Time [S];4.773588235294118;45.818865720588235;8.82622944852941
Cities and Towns;4G+5G_Cap;null;Smaller Cities;VARESE;DRIVE;DYNAMIC;Samsung Galaxy S9 (SM-G960FDS) , Samsung Galaxy S20+ 5G (SM-G986BDS);4.9.59-15367606 dpi@SWDH4607) / Unavailable / PPR1.180610.011.G960FXXU2CSB9 / ITV 19.5.1.0_0 , 4.19.87-18862671 dpi@SWDI3417 / Unavailable / QP1A.190711.020.G986BXXU3ATG4 / ITV 20.7.1.0_0;null;2020_08;2021_02;Italy;Iliad;222;50;VF-IT;NSN;null;VD4_VA_G21C_796;Packet;UL CE;HTTP;HTTP UPLINK - NUMBER OF ATTEMPTS [N];143.0;45.81870920279721;8.826489776223777
Cities and Towns;4G+5G_Cap;null;Smaller Cities;VARESE;DRIVE;DYNAMIC;Samsung Galaxy S9 (SM-G960FDS) , Samsung Galaxy S20+ 5G (SM-G986BDS);4.9.59-15367606 dpi@SWDH4607) / Unavailable / PPR1.180610.011.G960FXXU2CSB9 / ITV 19.5.1.0_0 , 4.19.87-18862671 dpi@SWDI3417 / Unavailable / QP1A.190711.020.G986BXXU3ATG4 / ITV 20.7.1.0_0;null;2020_08;2021_02;Italy;Iliad;222;50;VF-IT;NSN;null;VD4_VA_G21C_796;Packet;UL CE;HTTP;HTTP UPLINK - NUMBER OF DNS HOST RESOLUTION FAILURES [N];0.0;null;null
Cities and Towns;4G+5G_Cap;null;Smaller Cities;VARESE;DRIVE;DYNAMIC;Samsung Galaxy S9 (SM-G960FDS) , Samsung Galaxy S20+ 5G (SM-G986BDS);4.9.59-15367606 dpi@SWDH4607) / Unavailable / PPR1.180610.011.G960FXXU2CSB9 / ITV 19.5.1.0_0 , 4.19.87-18862671 dpi@SWDI3417 / Unavailable / QP1A.190711.020.G986BXXU3ATG4 / ITV 20.7.1.0_0;null;2020_08;2021_02;Italy;Iliad;222;50;VF-IT;NSN;null;VD4_VA_G21C_796;Packet;Streaming HD Static;Video2;Video2 STATIC YOU TUBE HD - NUMBER OF VIDEO ACCESS ATTEMPTS;137.0;45.818985138686116;8.826192459854013
Cities and Towns;4G+5G_Cap;null;Smaller Cities;VARESE;DRIVE;DYNAMIC;Samsung Galaxy S9 (SM-G960FDS) , Samsung Galaxy S20+ 5G (SM-G986BDS);4.9.59-15367606 dpi@SWDH4607) / Unavailable / PPR1.180610.011.G960FXXU2CSB9 / ITV 19.5.1.0_0 , 4.19.87-18862671 dpi@SWDI3417 / Unavailable / QP1A.190711.020.G986BXXU3ATG4 / ITV 20.7.1.0_0;null;2020_08;2021_02;Italy;Iliad;222;50;VF-IT;NSN;null;VD4_VA_G21C_796;Packet;Streaming HD Static;Video2;Video2 STATIC YOU TUBE HD - NUMBER OF VIDEO FAILURES;1.0;45.807652;8.831034
Cities and Towns;4G+5G_Cap;null;Smaller Cities;VARESE;DRIVE;DYNAMIC;Samsung Galaxy S9 (SM-G960FDS) , Samsung Galaxy S20+ 5G (SM-G986BDS);4.9.59-15367606 dpi@SWDH4607) / Unavailable / PPR1.180610.011.G960FXXU2CSB9 / ITV 19.5.1.0_0 , 4.19.87-18862671 dpi@SWDI3417 / Unavailable / QP1A.190711.020.G986BXXU3ATG4 / ITV 20.7.1.0_0;null;2020_08;2021_02;Italy;Iliad;222;50;VF-IT;NSN;null;VD4_VA_G21C_796;Packet;UL NC;HTTP;UPLINK NETWORK CAPABILITY MULTISOCKET - NUMBER OF IP SERVICE ACCESS FAILURES [N];0.0;null;null
Cities and Towns;5G_Cap;null;Smaller Cities;VARESE;DRIVE;DYNAMIC;Samsung Galaxy S20+ 5G (SM-G986BDS);4.19.87-18862671 dpi@SWDI3417 / Unavailable / QP1A.190711.020.G986BXXU3ATG4 / ITV 20.7.1.0_0;null;2020_08;2021_02;Italy;Iliad;222;50;VF-IT;NSN;null;VD4_VA_G21C_796;Packet;DL CE;HTTP;HTTP DOWNLINK - NUMBER OF DNS+IP SERVICE ACCESS TIMEOUT  [N];0.0;null;null
Cities and Towns;5G_Cap;null;Smaller Cities;VARESE;DRIVE;DYNAMIC;Samsung Galaxy S20+ 5G (SM-G986BDS);4.19.87-18862671 dpi@SWDI3417 / Unavailable / QP1A.190711.020.G986BXXU3ATG4 / ITV 20.7.1.0_0;null;2020_08;2021_02;Italy;Iliad;222;50;VF-IT;NSN;null;VD4_VA_G21C_796;Packet;DL NC;HTTP;DOWNLINK NETWORK CAPABILITY MULTISOCKET - NUMBER OF ERRORS IN RETAINABILITY [N];0.0;null;null
Cities and Towns;5G_Cap;null;Smaller Cities;VARESE;DRIVE;DYNAMIC;Samsung Galaxy S20+ 5G (SM-G986BDS);4.19.87-18862671 dpi@SWDI3417 / Unavailable / QP1A.190711.020.G986BXXU3ATG4 / ITV 20.7.1.0_0;null;2020_08;2021_02;Italy;Iliad;222;50;VF-IT;NSN;null;VD4_VA_G21C_796;Packet;DL NC;HTTP;DOWNLINK NETWORK CAPABILITY MULTISOCKET (QUALIFIED SESSION)- NUMBERS OF SESSIONS WHOSE THROUGHPUT EXCEEDS 500 Kbps;142.0;45.81782383802816;8.828322288732394
Cities and Towns;5G_Cap;null;Smaller Cities;VARESE;DRIVE;DYNAMIC;Samsung Galaxy S20+ 5G (SM-G986BDS);4.19.87-18862671 dpi@SWDI3417 / Unavailable / QP1A.190711.020.G986BXXU3ATG4 / ITV 20.7.1.0_0;null;2020_08;2021_02;Italy;Iliad;222;50;VF-IT;NSN;null;VD4_VA_G21C_796;Packet;DL NC;HTTP;DOWNLINK NETWORK CAPABILITY MULTISOCKET - DOWNLOAD Transfer Time [S];7.0;45.81782383802816;8.828322288732394
Cities and Towns;4G+5G_Cap;null;Smaller Cities;VARESE;DRIVE;DYNAMIC;Samsung Galaxy S9 (SM-G960FDS) , Samsung Galaxy S20+ 5G (SM-G986BDS);4.9.59-15367606 dpi@SWDH4607) / Unavailable / PPR1.180610.011.G960FXXU2CSB9 / ITV 19.5.1.0_0 , 4.19.87-18862671 dpi@SWDI3417 / Unavailable / QP1A.190711.020.G986BXXU3ATG4 / ITV 20.7.1.0_0;null;2020_08;2021_02;Italy;Iliad;222;50;VF-IT;NSN;null;VD4_VA_G21C_796;Packet;DL CE;HTTPS;HTTPS DOWNLINK - NUMBER OF ERRORS IN RETAINABILITY [N];1.0;45.818837;8.816485
Cities and Towns;4G+5G_Cap;null;Smaller Cities;VARESE;DRIVE;DYNAMIC;Samsung Galaxy S9 (SM-G960FDS) , Samsung Galaxy S20+ 5G (SM-G986BDS);4.9.59-15367606 dpi@SWDH4607) / Unavailable / PPR1.180610.011.G960FXXU2CSB9 / ITV 19.5.1.0_0 , 4.19.87-18862671 dpi@SWDI3417 / Unavailable / QP1A.190711.020.G986BXXU3ATG4 / ITV 20.7.1.0_0;null;2020_08;2021_02;Italy;Iliad;222;50;VF-IT;NSN;null;VD4_VA_G21C_796;Packet;DL CE;HTTPS;HTTPS DOWNLINK - DOWNLOAD Transfer Time [S];3.143335820895522;45.81904176865672;8.826044492537312
Cities and Towns;4G+5G_Cap;null;Smaller Cities;VARESE;DRIVE;DYNAMIC;Samsung Galaxy S9 (SM-G960FDS) , Samsung Galaxy S20+ 5G (SM-G986BDS);4.9.59-15367606 dpi@SWDH4607) / Unavailable / PPR1.180610.011.G960FXXU2CSB9 / ITV 19.5.1.0_0 , 4.19.87-18862671 dpi@SWDI3417 / Unavailable / QP1A.190711.020.G986BXXU3ATG4 / ITV 20.7.1.0_0;null;2020_08;2021_02;Italy;Iliad;222;50;VF-IT;NSN;null;VD4_VA_G21C_796;Packet;Streaming HD Live;Video3;Video3 LIVE YOU TUBE HD  - B5 AVG  VIDEO RESOLUTION FOR QUALIFIED VIDEOS;1006.7456485436911;45.81899799999999;8.82597560447761
Cities and Towns;5G_Cap;null;Smaller Cities;VARESE;DRIVE;DYNAMIC;Samsung Galaxy S20+ 5G (SM-G986BDS);4.19.87-18862671 dpi@SWDI3417 / Unavailable / QP1A.190711.020.G986BXXU3ATG4 / ITV 20.7.1.0_0;null;2020_08;2021_02;Italy;Iliad;222;50;VF-IT;NSN;null;VD4_VA_G21C_796;Packet;DL NC;HTTP;DOWNLINK NETWORK CAPABILITY MULTISOCKET - NUMBER OF DNS+IP SERVICE ACCESS TIMEOUT  [N];0.0;null;null
Cities and Towns;VoLTE_CAP;null;Smaller Cities;VARESE;DRIVE;DYNAMIC;Samsung Galaxy S20+ 5G (SM-G986BDS);4.19.87-18862671 dpi@SWDI3417 / Unavailable / QP1A.190711.020.G986BXXU3ATG4 / ITV 20.9.1.0_0;null;2020_08;2021_02;Italy;Iliad;222;50;VF-IT;NSN;null;VD4_VA_G21C_796;Voice;VoLTE;M2M;NUMBERS OF VOICE SAMPLES < 2.5 [OVERALL];42.0;45.819923738095234;8.82584673809524
Cities and Towns;VoLTE_CAP;null;Smaller Cities;VARESE;DRIVE;DYNAMIC;Samsung Galaxy S20+ 5G (SM-G986BDS);4.19.87-18862671 dpi@SWDI3417 / Unavailable / QP1A.190711.020.G986BXXU3ATG4 / ITV 20.9.1.0_0;null;2020_08;2021_02;Italy;Iliad;222;50;VF-IT;NSN;null;VD4_VA_G21C_796;Voice;VoLTE;M2M;AVERAGE VOICE QUALITY DL+UL [MOS SCALE] [OVERALL] (For QUALIFIED CALLS);3.7080237616540335;45.8188913575419;8.825846572625638
Cities and Towns;VoLTE_CAP;null;Smaller Cities;VARESE;DRIVE;DYNAMIC;Samsung Galaxy S20+ 5G (SM-G986BDS);4.19.87-18862671 dpi@SWDI3417 / Unavailable / QP1A.190711.020.G986BXXU3ATG4 / ITV 20.9.1.0_0;null;2020_08;2021_02;Italy;Iliad;222;50;VF-IT;NSN;null;VD4_VA_G21C_796;Voice;VoLTE;M2M;STANDARD DEVIATION [OVERALL] (For QUALIFIED CALLS);0.45739006981571373;45.8188913575419;8.825846572625638
Cities and Towns;VoLTE_CAP;null;Smaller Cities;VARESE;DRIVE;DYNAMIC;Samsung Galaxy S20+ 5G (SM-G986BDS);4.19.87-18862671 dpi@SWDI3417 / Unavailable / QP1A.190711.020.G986BXXU3ATG4 / ITV 20.9.1.0_0;null;2020_08;2021_02;Italy;Iliad;222;50;VF-IT;NSN;null;VD4_VA_G21C_796;Voice;VoLTE;M2M;MOS P10;3.109999895095825;45.8188913575419;8.825846572625638
Cities and Towns;4G+5G_Cap;null;Smaller Cities;VARESE;DRIVE;DYNAMIC;Samsung Galaxy S9 (SM-G960FDS) , Samsung Galaxy S20+ 5G (SM-G986BDS);4.9.59-15367606 dpi@SWDH4607) / Unavailable / PPR1.180610.011.G960FXXU2CSB9 / ITV 19.5.1.0_0 , 4.19.87-18862671 dpi@SWDI3417 / Unavailable / QP1A.190711.020.G986BXXU3ATG4 / ITV 20.7.1.0_0;null;2020_08;2021_02;Italy;Iliad;222;50;VF-IT;NSN;null;VD4_VA_G21C_796;Packet;Streaming HD Static;Video2;Video2 STATIC YOU TUBE HD - AVERAGE VIDEO START TIME [s] on Qualified session;1.6640534351145038;45.819317961832056;8.826307190839692
Cities and Towns;4G+5G_Cap;null;Smaller Cities;VARESE;DRIVE;DYNAMIC;Samsung Galaxy S9 (SM-G960FDS) , Samsung Galaxy S20+ 5G (SM-G986BDS);4.9.59-15367606 dpi@SWDH4607) / Unavailable / PPR1.180610.011.G960FXXU2CSB9 / ITV 19.5.1.0_0 , 4.19.87-18862671 dpi@SWDI3417 / Unavailable / QP1A.190711.020.G986BXXU3ATG4 / ITV 20.7.1.0_0;null;2020_08;2021_02;Italy;Iliad;222;50;VF-IT;NSN;null;VD4_VA_G21C_796;Packet;WB;ALL;HTTP + HTTPS BROWSING - DNS RESOLUTION TIME [S];0.18397302158273382;45.81890163848932;8.82609534352518
Cities and Towns;5G_Cap;null;Smaller Cities;VARESE;DRIVE;DYNAMIC;Samsung Galaxy S20+ 5G (SM-G986BDS);4.19.87-18862671 dpi@SWDI3417 / Unavailable / QP1A.190711.020.G986BXXU3ATG4 / ITV 20.7.1.0_0;null;2020_08;2021_02;Italy;Iliad;222;50;VF-IT;NSN;null;VD4_VA_G21C_796;Packet;DL NC;HTTP;DOWNLINK NETWORK CAPABILITY MULTISOCKET - NUMBER OF DL WITH THROUGHPUT > 1 MBPS;142.0;45.81782383802816;8.828322288732394
Cities and Towns;5G_Cap;null;Smaller Cities;VARESE;DRIVE;DYNAMIC;Samsung Galaxy S20+ 5G (SM-G986BDS);4.19.87-18862671 dpi@SWDI3417 / Unavailable / QP1A.190711.020.G986BXXU3ATG4 / ITV 20.7.1.0_0;null;2020_08;2021_02;Italy;Iliad;222;50;VF-IT;NSN;null;VD4_VA_G21C_796;Packet;DL NC;HTTP;DOWNLINK NETWORK CAPABILITY MULTISOCKET - NUMBER OF DL WITH THROUGHPUT > 10 MBPS;125.0;45.817797199999994;8.828517407999996
Cities and Towns;5G_Cap;null;Smaller Cities;VARESE;DRIVE;DYNAMIC;Samsung Galaxy S20+ 5G (SM-G986BDS);4.19.87-18862671 dpi@SWDI3417 / Unavailable / QP1A.190711.020.G986BXXU3ATG4 / ITV 20.7.1.0_0;null;2020_08;2021_02;Italy;Iliad;222;50;VF-IT;NSN;null;VD4_VA_G21C_796;Packet;DL NC;HTTP;DOWNLINK NETWORK CAPABILITY MULTISOCKET - NUMBER OF DL WITH THROUGHPUT > 3 MBPS;137.0;45.81772297080291;8.828666963503647
Cities and Towns;5G_Cap;null;Smaller Cities;VARESE;DRIVE;DYNAMIC;Samsung Galaxy S20+ 5G (SM-G986BDS);4.19.87-18862671 dpi@SWDI3417 / Unavailable / QP1A.190711.020.G986BXXU3ATG4 / ITV 20.7.1.0_0;null;2020_08;2021_02;Italy;Iliad;222;50;VF-IT;NSN;null;VD4_VA_G21C_796;Packet;DL NC;HTTP;DOWNLINK NETWORK CAPABILITY MULTISOCKET - PEAK DATA USER RATE [KBIT/S];240421.7386123848;45.81782383802816;8.828322288732394
Cities and Towns;5G_Cap;null;Smaller Cities;VARESE;DRIVE;DYNAMIC;Samsung Galaxy S20+ 5G (SM-G986BDS);4.19.87-18862671 dpi@SWDI3417 / Unavailable / QP1A.190711.020.G986BXXU3ATG4 / ITV 20.7.1.0_0;null;2020_08;2021_02;Italy;Iliad;222;50;VF-IT;NSN;null;VD4_VA_G21C_796;Packet;DL NC;HTTP;DOWNLINK NETWORK CAPABILITY MULTISOCKET - THROUGHPUT STANDARD DEVIATION;41685.87505231744;45.81782383802816;8.828322288732394
Cities and Towns;5G_Cap;null;Smaller Cities;VARESE;DRIVE;DYNAMIC;Samsung Galaxy S20+ 5G (SM-G986BDS);4.19.87-18862671 dpi@SWDI3417 / Unavailable / QP1A.190711.020.G986BXXU3ATG4 / ITV 20.7.1.0_0;null;2020_08;2021_02;Italy;Iliad;222;50;VF-IT;NSN;null;VD4_VA_G21C_796;Packet;DL NC;HTTP;DOWNLINK NETWORK CAPABILITY MULTISOCKET - MEAN DATA USER RATE [KBIT/S];50628.510647734605;45.81782383802816;8.828322288732394
Cities and Towns;5G_Cap;null;Smaller Cities;VARESE;DRIVE;DYNAMIC;Samsung Galaxy S20+ 5G (SM-G986BDS);4.19.87-18862671 dpi@SWDI3417 / Unavailable / QP1A.190711.020.G986BXXU3ATG4 / ITV 20.7.1.0_0;null;2020_08;2021_02;Italy;Iliad;222;50;VF-IT;NSN;null;VD4_VA_G21C_796;Packet;DL NC;HTTP;DOWNLINK NETWORK CAPABILITY MULTISOCKET - 10TH PERCENTILE THR.;8805.172424861434;45.81782383802816;8.828322288732394
Cities and Towns;5G_Cap;null;Smaller Cities;VARESE;DRIVE;DYNAMIC;Samsung Galaxy S20+ 5G (SM-G986BDS);4.19.87-18862671 dpi@SWDI3417 / Unavailable / QP1A.190711.020.G986BXXU3ATG4 / ITV 20.7.1.0_0;null;2020_08;2021_02;Italy;Iliad;222;50;VF-IT;NSN;null;VD4_VA_G21C_796;Packet;DL NC;HTTP;DOWNLINK NETWORK CAPABILITY MULTISOCKET - 90TH PERCENTILE THR.;104583.62080650138;45.81782383802816;8.828322288732394
Cities and Towns;4G;null;Smaller Cities;VARESE;DRIVE;DYNAMIC;Samsung Galaxy S9 (SM-G960FDS);4.9.59-15367606 dpi@SWDH4607) / Unavailable / PPR1.180610.011.G960FXXU2CSB9 / ITV 19.5.1.0_0;null;2020_08;2021_02;Italy;Iliad;222;50;VF-IT;NSN;null;VD4_VA_G21C_796;Packet;UL CE;HTTPS;HTTPS UPLINK - NUMBER OF ERRORS IN RETAINABILITY [N];0.0;null;null
Cities and Towns;4G;null;Smaller Cities;VARESE;DRIVE;DYNAMIC;Samsung Galaxy S9 (SM-G960FDS);4.9.59-15367606 dpi@SWDH4607) / Unavailable / PPR1.180610.011.G960FXXU2CSB9 / ITV 19.5.1.0_0;null;2020_08;2021_02;Italy;Iliad;222;50;VF-IT;NSN;null;VD4_VA_G21C_796;Packet;UL CE;HTTPS;HTTPS UPLINK - UPLOAD Transfer Time [S];4.008235294117647;45.81939022058825;8.824347573529408
Cities and Towns;4G;null;Smaller Cities;VARESE;DRIVE;DYNAMIC;Samsung Galaxy S8 (SM-G950F);4.4.13-13201289-QB17339056 dpi@SWDG2922) / Unavailable / R16NW.G950FXXU1CRC7 / ITV 11.6.3.2_0;null;2020_08;2021_02;Italy;Iliad;222;50;VF-IT;NSN;null;VD4_VA_G21C_796;Voice;Legacy;M2M;CALL ATTEMPTS [N] (column H + J);193.0;45.8188349119171;8.825755233160622
